8.46292	0.243462	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44827	0.251501	-0.209216	0.114846	8.44818	0.251553	8.45	0.25	-3.00027	0
8.47196	0.240711	0.00104088	-0.21274	8.56759	0.241943	8.45	0.25	0	0
8.46436	0.252216	-0.00955723	0.0239968	8.45582	0.253997	8.45	0.25	0	0
8.37457	0.252611	-1.06775	0.000184357	8.42544	0.254042	8.35	0.25	-1.81979	0
8.2925	0.251064	-1.08516	-0.00552648	8.23962	0.24916	8.25	0.25	-1.81978	0
8.08559	0.227125	-2.39579	-0.146571	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.93617	0.186198	-2.42069	-0.288677	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.76431	0.17185	-2.77977	-0.289376	7.61269	0.155818	7.7	0.15	-2.99982	0
7.60764	0.159066	-2.80018	-0.282431	7.54016	0.159641	7.55	0.15	-2.99982	0
7.50339	0.130086	-2.39857	-0.322226	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.36621	0.0792543	-2.40485	-0.420158	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.21142	0.0465851	-2.57972	-0.447318	7.20598	0.00492725	7.2	9.49949e-007	-2.72851	-0.909507
7.06692	-0.00686635	-2.58396	-0.525446	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.96853	-0.0640888	-2.18625	-0.604374	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.84851	-0.154118	-2.1877	-0.752645	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.74361	-0.224635	-2.13305	-0.840389	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.63737	-0.329585	-2.13671	-1.00406	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.60224	-0.428962	-1.60691	-1.16036	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.52704	-0.536439	-1.60398	-1.28964	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.49626	-0.671671	-1.14254	-1.49791	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.43377	-0.84418	-1.15629	-1.73623	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.34704	-0.973029	-1.32481	-1.8068	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
