8.46292	0.243462	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44827	0.251501	-0.209216	0.114846	8.44818	0.251553	8.45	0.25	-3.00027	0
8.47196	0.240711	0.00104095	-0.212739	8.56759	0.241943	8.45	0.25	0	0
8.46436	0.252216	-0.00953327	0.0239918	8.45582	0.253997	8.45	0.25	0	0
8.37433	0.25263	-1.04665	0.000869466	8.42544	0.254042	8.35	0.25	-1.81979	0
8.29315	0.251091	-1.06397	-0.00496558	8.23962	0.24916	8.25	0.25	-1.81978	0
8.08637	0.227105	-2.32898	-0.145024	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.93933	0.186283	-2.35415	-0.286549	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.76739	0.172498	-2.72186	-0.285101	7.61269	0.155818	7.7	0.15	-2.99982	0
7.61242	0.159555	-2.74305	-0.2794	7.54016	0.159641	7.55	0.15	-2.99982	0
7.50757	0.130622	-2.39049	-0.319735	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.36998	0.0798111	-2.39764	-0.4165	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.21523	0.0474021	-2.56422	-0.442861	7.20598	0.00492725	7.2	9.49949e-007	-2.72851	-0.909507
7.07076	-0.00593245	-2.56949	-0.519301	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.97166	-0.0628517	-2.20512	-0.595578	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.85026	-0.152129	-2.20695	-0.737827	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.74547	-0.221991	-2.14798	-0.822366	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.63834	-0.325836	-2.15148	-0.978517	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.60294	-0.424145	-1.6502	-1.12727	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.52584	-0.530571	-1.64663	-1.25209	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.49518	-0.664274	-1.19761	-1.45164	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.43056	-0.834227	-1.20863	-1.67872	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.34491	-0.962312	-1.33981	-1.75582	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
